7.39 0.01 2.04 -0.73 1.21 -9.46 115.53 10.17 3.28 5.00 2.00 6.00
8.49 0.23 1.37 -0.49 1.02 -9.16 186.39 3.44 2.20 8.00 8.00 5.00
8.08 0.41 2.28 -1.13 1.26 -9.30 148.12 7.35 3.54 5.00 4.00 5.00
9.73 -0.06 0.94 -0.62 1.18 -9.23 264.31 1.44 1.90 9.00 5.00 6.00
8.41 -0.00 1.65 -0.92 1.43 -9.32 169.70 4.26 3.87 7.00 6.00 4.00
7.86 -0.16 1.40 -0.35 0.94 -9.35 191.86 4.38 2.36 6.00 4.00 5.00
6.67 0.03 1.87 -0.77 0.93 -9.44 140.07 6.65 1.58 8.00 7.00 4.00
6.51 -0.69 1.58 -0.70 1.10 -9.27 120.97 3.99 1.49 7.00 5.00 4.00
8.82 0.09 1.32 -0.41 1.10 -9.18 182.28 3.44 2.60 8.00 3.00 6.00
8.39 -0.31 1.36 -1.04 1.11 -9.21 147.25 3.91 2.19 8.00 6.00 4.00
8.40 -0.03 1.70 -0.41 0.78 -9.26 233.04 4.10 1.54 9.00 6.00 8.00
9.74 0.39 2.20 -0.85 0.82 -9.38 215.86 7.00 1.25 8.00 8.00 3.00
9.27 -0.19 1.24 -0.84 0.79 -9.17 189.88 2.36 0.76 8.00 3.00 5.00
8.78 0.35 1.29 -0.40 0.95 -9.34 225.57 3.45 1.54 8.00 4.00 9.00
9.69 0.01 2.51 -1.05 0.76 -9.47 261.71 9.64 0.68 9.00 7.00 5.00
8.54 -0.07 2.03 -0.86 1.11 -9.36 224.30 5.84 3.34 8.00 8.00 6.00
9.46 -0.24 1.67 -0.60 1.21 -9.46 290.93 4.00 2.44 8.00 4.00 5.00
8.84 0.27 2.36 -0.85 1.07 -9.32 200.90 10.57 2.61 8.00 6.00 5.00
8.08 -0.92 1.26 -0.73 1.25 -9.33 145.23 2.90 2.98 7.00 7.00 4.00
9.07 -0.13 1.73 -0.67 0.95 -9.22 225.49 5.73 2.07 5.00 7.00 6.00
7.71 -0.21 1.69 -0.71 0.77 -9.14 165.74 7.22 1.34 7.00 7.00 4.00
9.54 0.05 1.70 -0.89 1.30 -9.08 188.68 5.13 2.67 5.00 6.00 6.00
8.95 -0.13 2.20 -0.52 0.94 -9.32 209.69 9.12 1.87 8.00 8.00 3.00
