10.25 -1.37 9.97 8.86 4.24 -1.67 242.01 218.04 31.65 3.00 4.00 3.00
10.54 -1.70 11.05 7.34 4.39 -1.62 230.42 310.40 36.63 3.00 4.00 4.00
9.30 -0.61 9.40 9.94 3.99 -2.20 231.91 215.98 21.90 3.00 2.00 3.00
10.59 -1.23 10.10 7.30 3.88 -1.34 218.15 231.06 20.41 3.00 3.00 3.00
9.14 -1.14 9.84 8.28 3.37 -1.68 213.69 187.96 22.50 2.00 3.00 3.00
10.51 -1.78 9.91 9.55 3.12 -1.86 299.03 245.40 17.44 3.00 3.00 2.00
8.08 -1.92 8.83 7.40 3.81 -1.27 188.22 161.87 26.70 3.00 2.00 4.00
9.10 -0.98 9.72 8.43 3.19 -1.16 231.28 232.53 14.11 3.00 3.00 3.00
8.71 -1.34 9.63 9.12 2.21 -1.47 171.05 248.90 12.92 3.00 3.00 4.00
8.28 -2.49 8.05 7.53 2.97 -1.53 135.78 162.02 17.21 3.00 2.00 3.00
7.90 -0.35 8.27 8.44 3.80 -1.10 166.78 183.30 21.90 3.00 3.00 5.00
8.23 -1.44 6.97 8.45 2.58 -1.12 148.62 141.70 10.21 3.00 2.00 2.00
8.01 -2.15 8.78 8.92 3.70 -1.24 180.57 171.00 21.59 2.00 3.00 3.00
7.16 -0.40 8.93 7.66 1.54 -0.96 117.36 174.01 4.69 3.00 3.00 4.00
10.26 -1.51 7.52 9.18 2.04 -1.10 188.55 131.35 7.85 3.00 4.00 3.00
9.88 -1.83 8.72 8.22 2.90 -0.66 225.79 208.37 12.55 3.00 2.00 2.00
8.36 -0.58 8.83 7.48 2.54 -0.72 216.06 191.10 10.29 3.00 2.00 5.00
8.92 -0.57 10.28 9.54 3.23 -1.40 228.45 186.81 17.12 2.00 2.00 3.00
9.89 -1.92 10.40 8.37 4.08 -1.19 273.24 253.99 24.60 3.00 3.00 5.00
8.47 -1.88 9.09 7.76 2.85 -0.37 174.16 231.51 10.64 3.00 2.00 4.00
8.17 -0.04 8.62 9.00 3.18 -0.62 143.92 173.67 11.47 3.00 3.00 3.00
9.10 -2.16 10.50 7.70 4.20 -1.14 232.60 240.91 25.25 3.00 3.00 5.00
8.60 -1.49 10.03 7.64 2.94 -0.57 188.05 243.93 17.36 3.00 2.00 2.00
9.56 -0.60 10.40 8.80 3.18 -1.03 195.76 256.46 19.58 3.00 3.00 3.00
10.58 -1.85 7.92 9.24 2.51 -1.23 267.18 152.98 11.10 2.00 2.00 2.00
7.69 -1.52 9.11 7.89 3.06 -1.03 173.23 172.36 12.90 2.00 3.00 4.00
7.22 -1.39 7.92 8.03 2.20 -0.85 109.90 193.13 11.02 3.00 2.00 3.00
7.70 0.01 8.66 8.27 2.71 -0.79 151.71 189.37 13.61 2.00 3.00 2.00
7.93 -1.46 7.85 9.46 3.09 -1.04 161.16 153.18 11.22 3.00 2.00 2.00
8.20 -0.67 8.36 8.27 3.09 -1.07 138.88 192.36 19.14 3.00 3.00 3.00
