0.70 0.10 1.17 -0.42 1.03 -9.59 0.75 1.90 2.02 7.00 3.00 4.00
0.68 0.14 0.75 -0.47 1.02 -9.61 0.75 0.65 1.50 6.00 6.00 3.00
2.19 0.22 0.95 -0.52 1.73 -9.48 7.54 0.93 4.80 4.00 5.00 4.00
6.06 5.43 5.17 3.79 11.46 -3.63 88.74 41.67 303.08 1.00 1.00 1.00
2.28 7.93 9.57 -0.77 5.10 2.52 8.44 215.81 47.31 5.00 1.00 2.00
9.53 1.87 2.67 -4.87 8.00 -6.81 167.14 14.74 108.84 3.00 4.00 1.00
1.73 0.35 9.95 -0.48 3.48 -8.90 5.59 184.59 17.79 4.00 1.00 4.00
2.42 -2.11 3.68 6.99 5.10 -4.52 15.03 17.15 66.83 1.00 2.00 2.00
4.82 -5.87 1.84 4.39 4.07 -4.83 41.69 5.47 24.36 2.00 4.00 2.00
7.52 0.05 1.27 5.61 1.73 -6.79 89.72 2.58 3.40 3.00 1.00 3.00
1.24 1.92 13.18 -2.42 2.67 -7.76 3.54 339.68 19.61 5.00 1.00 1.00
5.10 -1.03 1.81 -8.67 7.45 -2.44 37.44 8.49 107.73 1.00 1.00 1.00
3.47 -6.17 5.25 -6.53 8.09 -0.33 25.53 33.09 159.15 1.00 1.00 1.00
7.15 -1.68 6.98 -0.76 3.91 -8.41 112.90 80.94 19.20 1.00 1.00 3.00
2.28 1.37 4.47 5.62 6.97 -6.62 13.25 46.90 78.81 1.00 1.00 1.00
2.90 3.50 7.81 6.00 9.56 3.13 16.07 131.33 163.17 3.00 1.00 1.00
1.01 4.85 4.17 -2.56 1.12 7.24 1.70 25.95 2.36 5.00 1.00 4.00
4.46 2.77 9.30 -0.45 3.80 7.78 33.45 108.57 15.25 1.00 1.00 2.00
4.39 -0.38 2.67 7.42 9.66 0.97 29.42 11.27 223.79 1.00 2.00 1.00
7.58 -3.99 7.81 1.07 6.29 -8.29 114.40 68.65 37.83 2.00 1.00 1.00
6.42 3.61 2.69 -2.06 4.71 -8.11 85.42 8.74 35.90 1.00 1.00 1.00
1.54 7.47 2.20 -4.93 9.29 0.59 4.26 9.14 169.69 4.00 2.00 1.00
4.06 4.77 5.53 -6.27 6.08 4.50 23.68 92.21 73.97 1.00 1.00 1.00
4.18 0.28 2.76 -8.63 6.43 -2.66 31.45 20.38 114.19 1.00 1.00 1.00
3.89 -0.06 7.23 -3.45 3.84 -8.17 28.05 148.00 22.79 4.00 1.00 1.00
2.74 -0.06 2.28 -0.29 2.27 -9.29 9.97 8.96 7.11 3.00 1.00 4.00
2.90 -0.52 1.37 -1.47 2.39 -9.06 13.26 2.67 8.23 2.00 3.00 5.00
